file,group,snr_in,snr_out,ssnr_in,ssnr_out,pesq_nb,pesq_wb,stoi,si_sdr
p323_157_snr+10,mid,9.999988762453931,23.402770182437056,0.6712800446708066,10.77483488141847,3.2834768295288086,2.818166732788086,0.9688785892598505,23.57975787997921
p323_169_snr+5,low,4.999990546381461,13.08219489380783,-3.7979323349713168,5.03305502282415,2.288100242614746,1.8079431056976318,0.8639500290987172,12.874260265885235
p323_276_snr+0,low,-3.93491799428707e-06,12.104092615644674,-6.844523811266797,1.8008365591882076,2.2006587982177734,1.6738837957382202,0.9440007205767221,13.90006529767758
p323_322_snr-5,low,-4.999995427615334,13.047224373380065,-7.912084094972812,3.124159812270119,2.3801355361938477,1.5082519054412842,0.8674999923058453,16.523199540202075
p323_379_snr+15,high,15.000006778691631,21.727071398265785,0.24891846993496444,8.05437821170778,3.2365834712982178,2.8130106925964355,0.9834959090551629,22.981898654069862
p326_065_snr+5,low,4.9999845283658,10.393833586636035,-0.18406250150366243,5.520278877757209,2.0986077785491943,1.5396568775177002,0.7618240770028024,10.072991954894563
p326_098_snr+10,mid,10.00007825300565,11.652610367798324,2.404949782560453,5.293992443053239,3.896947145462036,2.844343900680542,0.84967435110565,11.669902710783438
p326_114_snr+0,low,1.3224509254601624e-05,10.892210808783776,-5.516158134802866,3.3266445027018925,2.1751770973205566,1.3235138654708862,0.7276464772479277,10.727173860053416
p326_129_snr-5,low,-5.0000029022829455,7.072594900702542,-6.41688741439747,2.498529610267973,2.9976253509521484,1.7554351091384888,0.4971802647196022,11.086816868474186
p326_133_snr+5,mid,5.0000499202458375,9.858230564155141,-0.9058046252888563,4.73613652135206,3.279717206954956,2.0762689113616943,0.8047590738379471,9.405831918838178
p326_194_snr+5,low,4.999962494802877,12.603661673113713,-1.7004260476475095,5.723615618271791,3.047156572341919,1.9724565744400024,0.7954914621907686,12.596852935608387
p326_211_snr+5,mid,5.000020859469271,10.889202768908435,-0.7392749015896607,4.975165348549799,3.2893917560577393,2.395690679550171,0.7166646719324061,10.56087466487629
p326_262_snr+0,low,5.795909441212099e-06,9.85341381606519,-4.09889472984402,5.190573573642989,2.4321110248565674,1.6381316184997559,0.8406695862764292,9.401364932397305
p326_357_snr+0,low,-8.315528028550157e-06,12.29596591033581,-3.5970352636396465,6.088414397176543,2.636338233947754,1.565079927444458,0.7190145677375311,12.038040678862696
p326_381_snr-5,low,-4.999993070608347,5.568929782378536,-7.384567018960827,1.3723718883745015,2.5959372520446777,1.400098443031311,0.49584909331606575,5.675547592246173
p329_014_snr+15,high,15.000020521759401,17.744163127210175,6.595961767544948,9.812979774855412,3.8855323791503906,3.2340970039367676,0.7579686786836906,18.27692649524678
p329_026_snr+5,mid,5.000047630259669,13.742877054319177,-3.204140282025951,5.044604741521413,2.9382174015045166,2.018592357635498,0.6547507497203854,14.007026489998857
p329_044_snr+15,mid,14.999954695013011,17.08693208883278,5.570110578532018,9.036384566066655,3.486865997314453,2.67816424369812,0.7959488585342714,17.00661152506308
p329_152_snr+15,mid,14.999981524826143,18.65419204051278,5.650008895638513,9.539185513916381,3.7754440307617188,3.048567295074463,0.7548670695943598,18.748642382776108
p329_153_snr-5,low,-5.000000521281933,4.73574335446524,-5.680130979728835,2.228737639814199,2.343322277069092,1.6171092987060547,0.7468085620706322,10.075210533027402
p329_157_snr+15,high,15.000043500763764,18.837198482654173,7.085425646278953,10.152368137373536,3.8362810611724854,3.1123602390289307,0.9186915842793947,18.853264718299098
p329_180_snr+15,high,15.000045312121228,19.730611058502937,3.4756722298579414,8.654609682310022,3.4868741035461426,2.628976345062256,0.7631096981014944,19.770594316248804
p329_223_snr+5,low,4.999959735104957,17.510884973630013,-1.7134963930565712,8.075326413056816,3.7679059505462646,2.654184341430664,0.9154173453175192,20.840264582956564
p329_275_snr+5,low,4.999949422135995,8.435074901587601,0.5001694602904249,5.8776479957173144,2.373544216156006,1.5845787525177002,0.807935873027396,8.856758562372761
p329_300_snr+10,mid,9.9999680813827,13.273726430346093,3.569549117716706,7.587954050103606,3.4470925331115723,2.536498546600342,0.8331152691381892,13.067356877676984
p329_330_snr+5,low,4.999991154927297,17.383675383004118,-1.5950291226919933,8.331935929134605,3.042487859725952,2.558143138885498,0.862561734326866,17.863578554769852
p329_346_snr+10,mid,10.000023637171742,17.624861923449814,3.2297252716938574,8.863672246563853,3.610858678817749,2.7910852432250977,0.7509503272024389,18.304416291610913
p329_391_snr+10,mid,10.000006118502538,15.320493244868779,3.199413005633379,7.018468779675251,3.7596523761749268,2.6671979427337646,0.8145110909685797,15.207840245770598
p329_394_snr+5,low,4.999988692324294,11.802646306469466,-2.0839471242393537,4.83512984723578,2.5530428886413574,1.5754834413528442,0.7367637669014455,13.865130850543581
p330_008_snr+5,mid,5.000024976785586,11.163999142355765,0.3703936512079329,7.284408084174451,2.4623279571533203,1.9185404777526855,0.8314244989396805,11.263172178592932
p330_009_snr+10,mid,9.999973506956835,17.29053543416821,4.264179598577185,9.946321544388807,3.0801398754119873,2.5026376247406006,0.8599443106459823,17.373899595650656
p330_024_snr+0,low,4.9784573453850786e-06,12.132520659467279,-1.814335495485349,7.915163025109276,2.2546136379241943,1.7719833850860596,0.8104425015559055,13.852148776641597
p330_039_snr+5,low,4.999989286681585,12.273419795192703,-3.8799142882444144,3.1505257595502822,3.1613669395446777,2.169660806655884,0.43181642203306236,12.890320712675669
p330_065_snr+15,high,15.000046095638861,6.40649236918027,7.062102286336513,3.8377990706932366,3.1709327697753906,2.0696187019348145,0.8411754941724143,5.278626064147092
p330_085_snr-5,low,-4.999960880422462,1.4965109216140045,-6.882511989606387,-0.20681864950633255,1.8676034212112427,1.2389142513275146,0.55322370105214,6.693436882727718
p330_253_snr+5,mid,5.000052249613453,14.037543493256887,-0.927397506872417,5.955377179338506,2.8232297897338867,2.1957759857177734,0.770068946016628,15.146719289608852
p330_262_snr+0,low,-5.144974816662521e-06,11.592941192072452,-3.501340696625064,5.47366707758048,2.6522397994995117,1.995276927947998,0.7490748665157889,15.190665082105157
p330_272_snr-5,low,-4.999997143842706,5.6861434458909,-7.179881154503801,1.7662271570159185,2.1365737915039062,1.5873204469680786,0.4292166444280579,9.424749883421256
p330_308_snr+10,mid,9.999982527512316,16.788198321763154,1.401604755583611,7.558916254490326,3.3329784870147705,2.341872215270996,0.7276133684163797,17.5729256275105
p330_382_snr-5,low,-4.9999831801165575,6.6046143342811225,-4.8302827870956815,3.278790495023502,2.2908499240875244,1.4461758136749268,0.7193962853299125,15.02759705043596
p333_065_snr+10,mid,9.999999893154351,19.38567738637673,0.46725243921061926,8.97798711965688,3.9474732875823975,3.208561420440674,0.7949058176090474,19.826275533405962
p333_080_snr+5,mid,5.00005079938589,16.258480835839585,0.6631505633766708,7.416623548109287,3.6654183864593506,2.7720510959625244,0.8319206038391604,18.544471390915984
p333_197_snr+15,high,15.000026437811973,24.6081962407278,4.568699383517729,12.59695470238641,3.802234649658203,3.3430774211883545,0.9933936259903534,24.69396182834148
p333_202_snr+0,low,9.398289370738634e-06,11.356904485305046,-3.95457649521978,5.281522857629272,2.2043986320495605,1.6717350482940674,0.9460092236262061,11.650930755694224
p333_215_snr+10,mid,9.99997200891291,17.403060428711164,-0.6008698586676944,6.990626915617885,3.4752285480499268,2.769685745239258,0.8781053039861092,18.288175837964356
p333_220_snr+10,mid,9.999993499761148,18.27142819599995,2.2241741977297482,9.997414948473567,3.071521043777466,2.613830327987671,0.9827951999844663,18.397829878671697
p333_245_snr+10,mid,10.00002254552353,16.715953744087262,1.2733086999455292,8.16487332419549,2.9015910625457764,2.2746307849884033,0.9229066911824484,16.65328503078419
p333_257_snr+10,mid,10.000024070530237,18.485000766589515,1.3150628545356,8.97905403563171,3.2942512035369873,2.398822546005249,0.915005108656107,18.927661514705076
p333_274_snr-5,low,-5.000004825630109,7.674361036264312,-6.7908550606636435,2.171566640103229,1.7832754850387573,1.4522464275360107,0.8238864325206894,9.942115318252453
p333_318_snr+0,low,6.267749779360168e-06,11.688087279528045,-3.662596735798837,5.817475517117604,2.193392276763916,1.7251428365707397,0.9252320875250235,11.794649316223637
p333_328_snr+5,low,4.9999725128489,11.543454728713945,-1.2553573292957152,5.671640786656573,3.1890530586242676,2.2692267894744873,0.9320370646256391,11.232517326170948
p333_380_snr+0,low,1.748195686354882e-06,12.674808360754303,-4.095676043982762,5.769349097318741,2.5946056842803955,2.0660958290100098,0.9304386919888871,13.403548145657671
p333_407_snr+0,low,-1.2431600753079881e-05,13.880614238009166,-3.958321154988619,6.415046284566101,2.972156524658203,2.1489765644073486,0.9570757031302531,14.074464431748115
p334_014_snr+15,mid,14.999930145651263,14.81244586266037,8.704728230275537,6.921825099553037,4.178874969482422,3.3500235080718994,0.7251099819843873,14.698416676765218
p334_021_snr+15,mid,14.99996067184911,16.191995298887797,8.784119164393925,10.391666361624543,3.6680562496185303,2.800619602203369,0.9520663374784338,16.148309320645875
p334_033_snr+0,low,-6.525754093820135e-06,14.099609258413343,-4.210599258235659,6.023163005058998,3.4750046730041504,2.389204263687134,0.7854430512159991,16.662723899082142
p334_071_snr+0,low,-1.5986844571133453e-05,10.983893974359166,-4.930437362618625,4.419121553063287,2.971937894821167,1.9457467794418335,0.8283065660453,11.287115423232386
p334_081_snr+15,mid,14.999990604446118,14.978867350626569,6.688835041285744,7.425600094976184,3.6566226482391357,2.9420318603515625,0.8916726529961093,14.881203441131102
p334_097_snr+15,high,15.000053383879003,14.27571927718663,7.475497662714388,6.739485032349625,3.9862756729125977,2.893918514251709,0.879977656293939,14.11178661921609
p334_133_snr+10,mid,9.999882385592224,11.077726331141143,2.1908166045739397,4.307703363959989,2.5889031887054443,1.5493004322052002,0.746834363318216,11.24594795496468
p334_134_snr+15,high,15.000051708625744,16.15867834565679,6.411803641950272,7.360512615893941,4.39149808883667,3.380276918411255,0.9184755610101746,16.203868407878307
p334_289_snr+10,mid,10.00002877742553,16.382814311281983,2.485245724672257,7.849716374811788,4.306103229522705,3.2466585636138916,0.9200810364216631,16.671792522615693
p334_333_snr+0,low,6.1650401041584655e-06,14.587800132176643,-4.198457901269693,5.8896868946511205,3.749912738800049,2.380462408065796,0.8179978895325712,14.491197785846907
p334_347_snr+15,high,15.000093979108353,13.659292707211657,6.116825953028586,6.181599857272304,3.61002779006958,2.569939613342285,0.7953962411760954,13.608555741030004
p334_374_snr-5,low,-4.999999016036308,4.405682743622333,-7.402128723910668,0.7561260568750804,2.623056650161743,1.5208334922790527,0.6206802095118633,8.532867846627521
p335_057_snr+0,low,1.6062686846376903e-05,10.590714739640646,-5.246231871390331,3.6889232628740336,2.7539496421813965,2.0619850158691406,0.7744134143008519,15.91858728913509
p335_066_snr+5,mid,5.000002313960476,17.249348156206796,-2.371767573474624,8.09187907270618,3.539484977722168,2.468360185623169,0.847929598149263,18.81193500781363
p335_117_snr+5,low,4.999996875647269,15.61790147525196,-4.194448789274409,4.9400066444861075,3.0168795585632324,2.0808868408203125,0.7135136756381323,16.139017879433013
p335_261_snr+10,mid,10.000008369620128,18.57191493912771,-0.8825640824321843,7.362338845382486,3.216578483581543,2.5720691680908203,0.8739872837064229,18.524010355560357
p335_262_snr+10,mid,9.999924050887794,18.47695730287068,1.0745935316646975,8.863816427906313,3.3672237396240234,2.7357962131500244,0.8565629299912841,18.425647236791217
p335_346_snr+5,low,4.999996291375081,15.33889281684371,-2.7017344060268065,6.185235241894084,2.5247325897216797,2.1188101768493652,0.7463578768193389,17.042666011958016
p335_395_snr+0,low,-7.2783315220140625e-06,15.607909850079945,-5.477668600485688,5.189783975171803,2.587501287460327,1.9865071773529053,0.815513582679779,15.517399785374614
p335_396_snr+15,mid,14.99996382158062,18.81458319674692,5.088404509539641,8.574431459850363,4.21589994430542,3.15912127494812,0.8532975802651821,18.777071136862624
p335_400_snr+15,mid,14.999945679275,21.686037096550205,4.609005532718694,10.548748552954404,4.265177249908447,3.1983916759490967,0.8169524264222645,22.55822643333708
p335_410_snr+15,high,15.000017340770581,20.640359865938937,1.8222994145536007,7.870994066387186,3.9219608306884766,3.1393678188323975,0.8451175939266268,20.69220309803049
p336_063_snr+10,mid,9.999899778406999,14.033926213219026,2.242420899208003,6.847701978882806,2.903594970703125,2.041518211364746,0.8040333250718611,13.898842886947643
p336_073_snr+0,low,1.245894010759293e-05,13.26890720491903,-2.613855489481161,6.314679788812243,3.3008413314819336,2.44460391998291,0.8235610697085581,17.457512527364695
p336_079_snr+0,low,-2.0853532290099023e-06,10.931787666567237,-4.993816946123141,4.151763792095325,2.3652842044830322,1.6755328178405762,0.7453034224332183,12.173614415153004
p336_226_snr+10,mid,10.000124510962905,15.135771321712392,1.0404157402200653,6.639051322238216,3.516934871673584,2.3928465843200684,0.7434287292751438,15.09494303968818
p336_228_snr+10,mid,9.999924321568912,17.20950613731305,-1.4454995188686377,6.120213887804092,3.1939711570739746,2.553279161453247,0.7961276802071136,17.52217006879448
p336_244_snr+15,high,15.000038555186425,16.906066332273735,4.615832110492068,7.1980116281549815,3.504486560821533,2.686063289642334,0.8471051556400735,16.977209901304203
p336_262_snr+10,mid,9.999996929264011,14.65601700194927,-0.3385025972224072,4.83347773101465,3.000420093536377,2.3868677616119385,0.6866066703520032,14.666272155039398
p336_270_snr+10,mid,9.999978674508196,19.291121604091636,0.7802209315912352,8.27731023854526,3.908267021179199,2.8404791355133057,0.8607374005611351,20.07571203801444
p336_317_snr+0,low,-1.3408010224134264e-05,12.489695590929202,-6.169014506120635,3.257993247881106,2.0215961933135986,1.7040082216262817,0.7605203156180077,13.679200611184845
p336_354_snr+10,mid,9.999961756289316,13.872937786325735,2.6752568895069175,7.774871119487268,2.592085838317871,2.013049840927124,0.7990102565696529,13.703564203527376
p336_399_snr+10,mid,10.00000411040058,16.434233407517574,1.154283959844667,6.798451068918137,3.6163110733032227,2.6569664478302,0.7029193590641707,16.376774473080648
p336_407_snr-5,low,-5.000006843788447,5.174377601314958,-7.16505448287212,1.5090898306998817,2.149696111679077,1.5329703092575073,0.6762951632102386,8.194714544657755
p336_419_snr+10,mid,10.00002960922637,18.92376031412482,0.8095267065006863,8.669919812753022,3.532238006591797,2.6908411979675293,0.8495359988609793,18.8699374751054
p339_098_snr+5,low,4.999993360067351,16.235302362417766,-3.0195514252191074,6.900862583628105,3.2991366386413574,2.2982871532440186,0.870015856066229,16.574016010329764
p339_190_snr+0,low,-1.634613760118874e-05,15.459405532870322,-4.500501827369785,6.381781305150417,3.457340717315674,2.263040542602539,0.7165524791035084,19.984922296182912
p339_219_snr+5,mid,5.000005080219562,13.602839421870275,-0.5587858883315948,7.0349042631590315,3.479147434234619,2.2980175018310547,0.9096500444092571,14.691834463244824
p339_253_snr+15,mid,14.99995657089865,22.7081976104948,1.9148098329591259,8.941332089755974,3.7154667377471924,3.0110361576080322,0.837767750043054,23.396560946576564
p339_266_snr+5,low,4.999980253465306,17.40540379796209,-2.0036526341560585,7.748724882456551,3.7203547954559326,2.5602831840515137,0.8315639192302965,18.300357349605637
p339_308_snr-5,low,-4.999993182271447,4.306879600297292,-7.330144038222355,0.19294487967729956,1.936277985572815,1.3470956087112427,0.7313312677275396,6.654956304710126
p339_332_snr+0,low,1.1941245521160118e-06,18.451259828677827,-5.435175408535502,6.440728045226125,2.8335816860198975,2.122854709625244,0.8081038145670418,21.99729758921351
p339_402_snr+15,high,15.0000567594656,17.82771654342869,5.457532202078335,7.441746367495859,4.004082202911377,3.4070773124694824,0.8990339749635278,17.804354843022626
p340_062_snr+0,low,2.131763768985726e-05,12.19646998008895,-5.946631602258863,3.6205152041118156,2.8363068103790283,2.0010759830474854,0.7128642182631144,12.76823274393324
p340_170_snr+0,low,-1.1391134595164373e-05,13.86858404636196,-4.452936754004023,5.7609512952135224,2.8786535263061523,1.8396165370941162,0.9252566294199313,13.900292772182098
p340_224_snr+15,high,15.000093611669175,21.30128683044022,4.980863055156598,10.658785939266282,4.128000259399414,3.127326488494873,0.9055797137777429,21.300166942532503
p340_281_snr+0,low,8.853831867534758e-06,8.567368286334181,-5.256987360401068,2.4408515140878344,2.380235195159912,1.9384009838104248,0.864413982266842,13.100417070155645
p340_282_snr-5,low,-5.000009969523966,13.072324665241851,-6.55844283861245,5.6785338304993696,3.257383346557617,2.067683219909668,0.824952029768265,18.554346377558094
p340_374_snr+5,low,4.999979438021816,19.607034465131786,-3.333970896443114,7.272438639794083,3.6123390197753906,2.828378200531006,0.8292376656212184,19.96389114702803
p341_004_snr-5,low,-5.00000548940159,7.365224720701018,-6.752519841582583,3.12101281758941,2.259544610977173,1.5966594219207764,0.7671884038743692,8.381452266219146
p341_103_snr-5,low,-4.999994235927358,6.745559066870462,-7.539352339464417,-0.11640083428087296,2.0210413932800293,1.3676221370697021,0.6301937190697283,7.698031720604119
p341_207_snr+5,mid,5.000024662604768,18.88824647708962,-3.175430541005959,7.7575280849583645,3.4949822425842285,2.3803293704986572,0.7546967099169567,19.18392438686164
p341_248_snr+10,mid,10.000027111217921,18.292359636785797,-1.1782186301829087,6.4667263322235495,3.5820229053497314,2.744635820388794,0.7799396175779442,18.324226847577325
p341_294_snr+0,low,-7.023037924765484e-06,11.286004942445507,-5.931435766264044,3.0891092176561283,2.3970277309417725,1.706697940826416,0.8185563998518764,12.0176655963908
p341_304_snr-5,low,-4.999998211138685,8.970263655445084,-6.492497438328,3.5131161311026156,2.280555009841919,1.3935092687606812,0.7728167805061613,10.254993142575959
p343_029_snr+5,low,4.999928576963578,14.164350973542085,-2.0208110161362223,6.309463372867957,3.144120693206787,2.3720481395721436,0.777254822874367,16.527549417713658
p343_090_snr+0,low,2.467792749462494e-05,8.730320676180899,-4.843086647092191,2.5700429399317604,2.0252978801727295,1.3971558809280396,0.7312773735509063,9.501801020169365
p343_091_snr-5,low,-5.000020216803874,10.436060433897005,-7.311118983608268,3.1748557346131134,2.7558724880218506,1.8004266023635864,0.6585606090619054,10.671669481328902
p343_109_snr+5,low,4.999979140373612,15.241626057247244,-3.581193281614472,5.127099294076396,3.38873553276062,2.2116200923919678,0.7490900086799926,15.80050952670097
p343_114_snr+5,low,4.9999961630041305,14.369612613379637,-0.9063114881154102,9.08136720507578,3.2609612941741943,2.24699068069458,0.8926118654853868,14.235707304062355
p343_141_snr+0,low,-7.396908622942223e-06,10.56087557051519,-1.8439753126858038,5.694774699254925,2.6151201725006104,1.7895433902740479,0.8693013115695407,17.62863590643463
p343_142_snr+15,mid,14.99993300925318,18.3002042176528,6.374227317821301,9.964526370527123,3.4019031524658203,2.591052293777466,0.9503248284131641,18.832882066925887
p343_194_snr+5,low,4.9999805161401065,13.245920356440756,-0.4353481053894179,7.3444547048305875,2.758604049682617,2.1122524738311768,0.8631504583180699,13.615318018121219
p343_197_snr+15,high,15.000034059270025,15.640476391737792,6.524227798704222,8.06304712490297,3.3553245067596436,2.8248093128204346,0.847263114687936,15.553463356633886
p343_243_snr+15,high,15.00004115194428,21.940559633525364,3.1381893566720542,9.741625483892744,3.9045753479003906,3.164994239807129,0.9503957776789258,22.02871577650096
p343_274_snr+0,low,1.859440672423964e-05,13.080773256950039,-4.840836873753767,5.2096691331845495,3.231593132019043,2.2658233642578125,0.8018001624891138,14.391892760417463
p343_355_snr+0,low,-8.803241986919625e-06,8.596421143197265,-5.437232695436844,3.0528373465494667,2.9555225372314453,2.122783899307251,0.729138260463289,10.73409035119968
p343_375_snr+5,mid,5.000028407079759,14.866321028604041,-3.973101614331598,4.438952997650396,2.5664737224578857,1.6548758745193481,0.7503638056380899,14.920960819201884
p345_082_snr-5,low,-5.000013994583769,3.663215737737699,-7.403393836004667,0.1266521104593702,2.627321481704712,1.5459213256835938,0.6317185403981451,8.937257002289414
p345_163_snr+0,low,4.324748030482869e-05,11.975771809549222,-6.450159421950796,2.777116875887317,2.8576953411102295,1.7339390516281128,0.696746368163496,11.762485015647462
p345_168_snr-5,low,-5.00000799645057,6.747997451814708,-7.437838332916904,-1.2697699392366983,2.0749099254608154,1.3509559631347656,0.43910561734566456,8.799363380238628
